vor_id,area_sq,area_sqrt,res_value_marla,com_value_marla
vor535,913917.2969472111,955.9902180185795,249600,491400
vor536,913767.9331794202,955.9120949017332,249600,491400
vor537,913618.5284097665,955.833943951441,249600,491400
vor538,913469.0826841876,955.7557651849072,249600,491400
vor539,913319.596051403,955.6775586207949,249600,491400
vor540,913170.0685627685,955.5993242791502,628800,1233600
vor541,1058637.2077525777,1028.9009708191443,628800,1233600
vor542,912870.8912153211,955.4427723392548,180000,244800
vor543,912721.2414536359,955.3644547781939,180000,244800
vor544,912571.5510357184,955.2861095167868,432000,432000
vor545,912421.8200074737,955.2077365722462,432000,432000
vor546,912272.0484181892,955.129335963559,432000,432000
vor547,1123756.209576177,1060.0736812015366,432000,432000
vor548,540270.8742349077,735.0312063000507,432000,432000
vor549,916719.6575489499,957.4547809421341,249600,491400
vor550,1003863.4479864291,1001.9298618099118,249600,491400
vor551,912732.1814265721,955.3701803105287,249600,491400
vor552,912582.9460038128,955.2920736632399,249600,491400
vor553,912433.6696754596,955.213939217524,249600,491400
vor554,912284.3524865536,955.1357769901375,249600,491400
vor555,1151786.734688339,1073.2132754901697,628800,1233600
vor556,760455.0492139072,872.0407382765482,180000,244800
vor557,911686.6761211533,954.8228506488276,432000,432000
vor558,911537.155375512,954.7445498014179,432000,432000
vor559,911387.5940660257,954.6662212868043,432000,432000
vor560,1055583.4458687147,1027.415906957214,432000,432000
vor561,846288.3243732024,919.9393047224379,249600,491400
vor562,911547.2673123529,954.7498454110129,249600,491400
vor563,911398.1603922655,954.6717553129272,249600,491400
vor564,911249.0126606841,954.5936374503467,249600,491400
vor565,911099.8241673389,954.5154918425048,628800,1233600
vor566,512995.0663534851,716.236739041977,180000,244800
vor567,944707.8858087757,971.9608458208467,432000,432000
vor568,1193840.04238423,1092.629874378433,432000,432000
vor569,1248197.493375356,1117.227592469572,432000,432000
vor570,398943.68819007033,631.6198921741385,249600,491400
vor571,910511.49243654,954.2072586375247,249600,491400
vor572,910362.5549445058,954.1292129185155,249600,491400
vor573,910213.5766882632,954.0511394512682,249600,491400
vor574,656043.5273988533,809.9651396195106,628800,1233600
vor575,810299.22201439,900.166219103111,249600,491400
vor576,810209.2907528207,900.1162651306889,249600,491400
vor577,1089824.7119129903,1043.9466997471616,249600,491400
vor578,838861.0544019014,915.8935824657259,249600,491400
